time, fr, fl, rr, rl, head, roll, pitch, sys, gyro, acc, mag, proximity
2017-12-12 21:36:23.048969, -892, -150, -236, -125, 0.0, 0.0, 0.0, 0, 0, 0, 0, 102
2017-12-12 21:36:24.764904, -458, -138, -172, -123, 0.0, 0.0, 0.0, 0, 0, 0, 0, 471
2017-12-12 21:36:26.478178, -405, -255, -168, -293, 0.0, 0.0, 0.0, 0, 0, 0, 0, 334
2017-12-12 21:36:28.192756, -283, -514, -204, -596, 0.0, 0.0, 0.0, 0, 0, 0, 0, 276
2017-12-12 21:36:29.906545, -247, -489, -197, -597, 0.0, 0.0, 0.0, 0, 0, 0, 0, 243
2017-12-12 21:36:31.620677, -416, -154, -206, -153, 0.0, 0.0, 0.0, 0, 0, 0, 0, 458
2017-12-12 21:36:33.335651, -637, -170, -155, -92, 0.0, 0.0, 0.0, 0, 0, 0, 0, 257
2017-12-12 21:36:35.049692, -631, -218, -190, -92, 0.0, 0.0, 0.0, 0, 0, 0, 0, 269
2017-12-12 21:36:36.762999, -559, -160, -210, -96, 0.0, 0.0, 0.0, 0, 0, 0, 0, 266
2017-12-12 21:36:38.476573, -452, -158, -171, -103, 0.0, 0.0, 0.0, 0, 0, 0, 0, 279
2017-12-12 21:36:40.190716, -454, -147, -181, -104, 0.0, 0.0, 0.0, 0, 0, 0, 0, 290
2017-12-12 21:36:41.904919, -471, -152, -166, -108, 0.0, 0.0, 0.0, 0, 0, 0, 0, 303
2017-12-12 21:36:43.618483, -471, -134, -167, -122, 0.0, 0.0, 0.0, 0, 0, 0, 0, 331
2017-12-12 21:36:45.334450, -496, -141, -151, -126, 0.0, 0.0, 0.0, 0, 0, 0, 0, 328
2017-12-12 21:36:47.050980, -429, -159, -182, -119, 0.0, 0.0, 0.0, 0, 0, 0, 0, 269
2017-12-12 21:36:48.776804, -496, -167, -173, -98, 0.0, 0.0, 0.0, 0, 0, 0, 0, 288
2017-12-12 21:36:50.500613, -499, -153, -170, -101, 0.0, 0.0, 0.0, 0, 0, 0, 0, 482
2017-12-12 21:36:52.214293, -424, -146, -165, -118, 0.0, 0.0, 0.0, 0, 0, 0, 0, 435
2017-12-12 21:36:53.927940, -435, -140, -163, -108, 0.0, 0.0, 0.0, 0, 0, 0, 0, 422
2017-12-12 21:36:55.641514, -503, -175, -166, -118, 0.0, 0.0, 0.0, 0, 0, 0, 0, 313
