time, fr, fl, rr, rl, head, roll, pitch, sys, gyro, acc, mag, proximity
2017-12-18 19:11:32.060229, 480, 159, 28, 143, 49.4375, -42.1875, -174.125, 0, 3, 1, 0, 320
2017-12-18 19:11:32.164059, 478, 157, 25, 154, 55.6875, -41.875, -174.25, 0, 3, 1, 0, 324
2017-12-18 19:11:32.262998, 489, 160, 23, 156, 60.75, -41.0625, -174.75, 0, 3, 1, 0, 316
2017-12-18 19:11:32.362440, 499, 164, 29, 156, 65.8125, -40.3125, -176.3125, 0, 3, 1, 0, 299
2017-12-18 19:11:32.461361, 499, 163, 30, 158, 71.375, -39.6875, -178.625, 0, 3, 1, 0, 292
2017-12-18 19:11:32.560943, 506, 163, 34, 152, 77.9375, -39.625, 179.25, 0, 3, 1, 0, 277
2017-12-18 19:11:32.660655, 500, 163, 25, 155, 85.4375, -40.0625, 177.125, 0, 3, 1, 0, 274
2017-12-18 19:11:33.112801, 500, 204, 16, 151, 117.625, -42.4375, 177.5625, 0, 3, 1, 1, 270
2017-12-18 19:11:33.196552, 500, 202, 46, 151, 121.625, -43.25, 178.5625, 0, 3, 1, 1, 288
2017-12-18 19:11:33.280564, 506, 196, 51, 150, 125.3125, -43.875, 179.4375, 0, 3, 1, 1, 298
2017-12-18 19:11:33.364298, 517, 193, 45, 150, 127.875, -44.3125, -179.75, 0, 3, 1, 1, 305
2017-12-18 19:11:33.454035, 525, 192, 43, 149, 129.8125, -44.8125, -179.0, 0, 3, 1, 1, 327
2017-12-18 19:11:33.538471, 518, 187, 44, 153, 130.6875, -44.8125, -178.5, 0, 3, 1, 1, 340
2017-12-18 19:11:33.639472, 503, 182, 47, 155, 130.5, -44.5625, -178.4375, 0, 3, 1, 1, 369
2017-12-18 19:11:33.739527, 507, 178, 40, 153, 127.0, -45.0625, -178.875, 0, 3, 1, 1, 388
2017-12-18 19:11:33.842533, 510, 175, 36, 153, 125.8125, -46.0, -179.1875, 0, 3, 1, 1, 431
2017-12-18 19:11:33.940264, 503, 177, 37, 151, 124.9375, -47.5, -179.5625, 0, 3, 1, 1, 449
2017-12-18 19:11:34.041314, 525, 179, 42, 153, 124.3125, -48.625, -179.6875, 0, 3, 1, 1, 485
2017-12-18 19:11:34.140965, 511, 177, 36, 154, 123.125, -49.5625, -179.125, 0, 3, 1, 1, 505
2017-12-18 19:11:34.241714, 497, 178, 31, 148, 120.5, -48.5, -177.6875, 0, 3, 1, 1, 509
2017-12-18 19:11:34.350740, 507, 180, 36, 91, 119.4375, -47.25, -176.625, 0, 3, 1, 1, 510
2017-12-18 19:11:34.450401, 510, 179, -16, -41, 118.875, -46.0625, -176.4375, 0, 3, 1, 1, 511
2017-12-18 19:11:34.551090, 497, 146, -122, -123, 119.875, -46.5, -176.875, 0, 3, 1, 1, 496
2017-12-18 19:11:35.003192, -3538, 17, -89, -403, 119.625, -47.0, -177.0625, 0, 3, 1, 1, 369
2017-12-18 19:11:35.086811, -5511, -555, -537, -917, 119.125, -45.5, -176.9375, 0, 3, 1, 1, 366
2017-12-18 19:11:35.170673, -7208, -2160, -795, -1488, 118.5625, -46.5625, -176.625, 0, 3, 1, 1, 325
2017-12-18 19:11:35.254476, -7223, -3215, -1066, -2563, 119.8125, -46.75, -177.125, 0, 3, 1, 1, 300
2017-12-18 19:11:35.338435, -7416, -3324, -2079, -3861, 118.5625, -46.0625, -176.5625, 0, 3, 1, 1, 256
2017-12-18 19:11:35.431649, -6579, -3290, -1602, -3867, 118.3125, -46.75, -176.4375, 0, 3, 1, 1, 154
2017-12-18 19:11:35.532526, -3582, -3042, -907, -3120, 120.0625, -46.5, -177.125, 0, 3, 1, 1, 131
2017-12-18 19:11:35.632950, -1255, -2374, -479, -2340, 120.5, -46.5625, -177.4375, 0, 3, 1, 1, 119
2017-12-18 19:11:35.729819, -717, -1720, -208, -1569, 118.0625, -46.75, -176.375, 0, 3, 1, 1, 114
2017-12-18 19:11:35.830476, -635, -1392, -75, -1262, 117.5625, -46.1875, -176.5, 0, 3, 1, 1, 121
2017-12-18 19:11:35.930725, -11, -1004, -38, -395, 116.25, -46.25, -176.6875, 0, 3, 1, 1, 150
2017-12-18 19:11:36.031388, 143, -289, -25, -235, 113.625, -47.5, -175.5, 0, 3, 1, 1, 180
2017-12-18 19:11:36.131232, 199, 29, -5, -182, 111.1875, -49.5625, -173.6875, 0, 3, 1, 1, 260
2017-12-18 19:11:36.234167, 220, 51, -1, -148, 111.375, -51.125, -173.25, 0, 3, 1, 1, 314
2017-12-18 19:11:36.331310, 245, 66, 1, -123, 110.625, -52.625, -172.375, 0, 3, 1, 1, 430
2017-12-18 19:11:36.427768, 276, 73, -1, 244, 110.1875, -53.6875, -172.0625, 0, 3, 1, 1, 484
2017-12-18 19:11:36.889099, 304, 139, 6, -292, 111.375, -50.125, -175.1875, 0, 3, 1, 1, 650
2017-12-18 19:11:36.982916, 342, 147, 5, -375, 112.5, -49.0625, -175.875, 0, 3, 1, 1, 645
2017-12-18 19:11:37.066873, 355, 873, -136, -709, 112.25, -47.6875, -176.0625, 0, 3, 1, 1, 626
2017-12-18 19:11:37.150620, 279, 147, -309, -1199, 114.9375, -45.1875, -177.625, 0, 3, 1, 1, 584
2017-12-18 19:11:37.234401, -535, 110, -420, -1283, 113.4375, -47.0, -176.875, 0, 3, 1, 1, 543
2017-12-18 19:11:37.323276, -1832, -471, -192, -928, 113.3125, -48.625, -176.4375, 0, 3, 1, 1, 507
2017-12-18 19:11:37.422783, -3394, -1271, -236, -1519, 114.5, -46.0625, -177.5625, 0, 3, 1, 1, 476
2017-12-18 19:11:37.520223, -7289, -4190, -433, -1362, 111.875, -47.625, -175.9375, 0, 3, 1, 1, 411
2017-12-18 19:11:37.618533, -9287, -5371, -276, -2188, 113.3125, -47.8125, -176.6875, 0, 3, 1, 1, 363
2017-12-18 19:11:37.716728, -8301, -5280, -1286, -3719, 115.8125, -46.875, -177.75, 0, 3, 1, 1, 245
2017-12-18 19:11:37.819081, -7600, -3956, -910, -3769, 112.625, -46.3125, -176.375, 0, 3, 1, 1, 195
2017-12-18 19:11:37.917612, -2660, -3153, -644, -2184, 112.0, -46.1875, -176.375, 0, 3, 1, 1, 147
2017-12-18 19:11:38.019308, -1786, -2200, -340, -1188, 115.375, -46.4375, -178.0, 0, 3, 1, 1, 138
2017-12-18 19:11:38.120167, -1577, -1172, -91, -564, 118.25, -42.8125, -178.0625, 0, 3, 1, 1, 140
2017-12-18 19:11:38.216479, -983, -293, -12, -317, 117.0, -40.75, -177.5625, 0, 3, 1, 1, 174
2017-12-18 19:11:38.314710, -358, -70, 3, -243, 114.875, -43.9375, -176.9375, 0, 3, 1, 1, 197
2017-12-18 19:11:38.413810, 152, -3, 3, -202, 104.8125, -48.3125, -175.4375, 0, 3, 1, 1, 284
2017-12-18 19:11:38.518642, 171, 28, 8, -170, 100.125, -52.6875, -172.6875, 0, 3, 1, 1, 343
2017-12-18 19:11:38.613854, 192, 49, 21, -120, 98.625, -55.0, -171.1875, 0, 3, 1, 1, 487
2017-12-18 19:11:38.711357, 218, 64, 31, -109, 97.1875, -56.625, -169.9375, 0, 3, 1, 1, 548
2017-12-18 19:11:38.816722, 230, 79, 33, -99, 97.375, -57.0, -170.875, 0, 3, 1, 1, 648
2017-12-18 19:11:38.912374, 229, 95, 30, -77, 99.25, -54.625, -173.5, 0, 3, 1, 1, 679
2017-12-18 19:11:39.013386, 254, 100, 26, -66, 99.625, -53.3125, -175.125, 0, 3, 1, 1, 725
2017-12-18 19:11:39.117314, 263, 110, -84, -147, 100.1875, -51.625, -175.8125, 0, 3, 1, 1, 759
2017-12-18 19:11:39.216808, 278, 115, -229, -322, 100.75, -50.5625, -176.1875, 0, 3, 1, 1, 758
2017-12-18 19:11:39.314985, 285, 119, -515, -460, 100.6875, -49.6875, -176.375, 0, 3, 1, 1, 740
2017-12-18 19:11:39.414505, 293, 126, -626, -534, 100.75, -48.4375, -176.6875, 0, 3, 1, 1, 730
2017-12-18 19:11:39.514020, 308, 130, -665, -563, 100.625, -47.625, -176.875, 0, 3, 1, 1, 684
2017-12-18 19:11:39.615109, 249, 128, -681, -637, 103.625, -46.3125, -178.3125, 0, 3, 1, 1, 643
2017-12-18 19:11:39.714625, -424, -149, -549, -729, 102.4375, -47.0625, -177.625, 0, 3, 1, 1, 561
2017-12-18 19:11:39.816289, -1476, -982, -203, -329, 102.3125, -46.5625, -177.625, 0, 3, 1, 1, 481
2017-12-18 19:11:39.914654, -1998, -1856, -258, -468, 106.75, -44.75, -178.125, 0, 3, 1, 1, 462
2017-12-18 19:11:40.015692, -7135, -4061, -231, -301, 103.625, -47.9375, -177.9375, 0, 3, 1, 1, 396
2017-12-18 19:11:40.122047, -8332, -7073, -383, -353, 106.3125, -43.375, -177.3125, 0, 3, 1, 1, 348
2017-12-18 19:11:40.226061, -5683, -5401, -1013, -1705, 102.1875, -48.5625, -177.3125, 0, 3, 1, 1, 240
2017-12-18 19:11:40.328310, -5085, -4943, -504, -1665, 107.25, -44.875, -178.5, 0, 3, 1, 1, 187
2017-12-18 19:11:40.429162, -1563, -3356, -570, -1625, 103.25, -45.8125, -178.0625, 0, 3, 1, 1, 176
2017-12-18 19:11:40.528632, -1171, -2638, -385, -923, 101.5625, -45.125, -177.4375, 0, 3, 1, 1, 150
2017-12-18 19:11:40.628292, -775, -2155, -129, -768, 103.3125, -45.5, -178.25, 0, 3, 1, 1, 140
2017-12-18 19:11:40.725353, -640, -2107, -59, -678, 102.8125, -45.5625, -178.25, 0, 3, 1, 1, 133
2017-12-18 19:11:40.826043, -562, -1854, 1, -562, 105.25, -43.75, -178.125, 0, 3, 1, 1, 136
2017-12-18 19:11:40.926761, -453, -402, 13, -175, 103.625, -41.25, -178.125, 0, 3, 1, 1, 160
2017-12-18 19:11:41.024463, -31, -145, 7, -126, 101.3125, -40.75, -179.1875, 0, 3, 1, 1, 194
2017-12-18 19:11:41.130001, 109, -59, 14, -98, 98.9375, -43.3125, -179.3125, 0, 3, 1, 1, 223
2017-12-18 19:11:41.592174, 158, 77, 15, -38, 90.25, -53.125, -177.125, 0, 3, 1, 1, 564
2017-12-18 19:11:41.677761, 250, 98, 41, -32, 90.5, -54.0, -177.3125, 0, 3, 1, 1, 600
2017-12-18 19:11:42.098231, 291, 136, 13, -18, 89.9375, -50.875, -176.9375, 0, 3, 1, 1, 770
2017-12-18 19:11:42.186704, 300, 141, -25, -99, 91.6875, -49.3125, -178.0, 0, 3, 1, 1, 763
2017-12-18 19:11:42.275102, 304, 145, -148, -217, 90.125, -47.625, -177.4375, 0, 3, 1, 1, 746
2017-12-18 19:11:42.363470, 305, 147, -355, -442, 92.125, -47.0, -178.4375, 0, 3, 1, 1, 725
2017-12-18 19:11:42.451775, 309, 146, -582, -555, 92.0625, -45.75, -178.625, 0, 3, 1, 1, 705
2017-12-18 19:11:42.540422, 234, 149, -738, -662, 94.625, -44.25, -178.75, 0, 3, 1, 1, 676
2017-12-18 19:11:42.630250, -641, 137, -464, -573, 94.8125, -45.75, -179.875, 0, 3, 1, 1, 581
2017-12-18 19:11:42.734670, -1554, 54, -254, -696, 94.875, -44.5625, -178.5625, 0, 3, 1, 1, 535
2017-12-18 19:11:42.832708, -1900, -80, -446, -1150, 94.8125, -44.875, 179.75, 0, 3, 1, 1, 469
