time, fr, fl, rr, rl, head, roll, pitch, sys, gyro, acc, mag, proximity
2017-12-12 21:42:39.439148, 6, -3587, -242, -1931, 0.0, 0.0, 0.0, 0, 0, 0, 0, 95
2017-12-12 21:42:41.155275, 230, 188, 31, -135, 0.0, 0.0, 0.0, 0, 0, 0, 0, 696
2017-12-12 21:42:42.870981, -2682, 42, -1863, -217, 0.0, 0.0, 0.0, 0, 0, 0, 0, 551
2017-12-12 21:42:44.586972, -320, -5152, -681, -508, 0.0, 0.0, 0.0, 0, 0, 0, 0, 267
2017-12-12 21:42:46.302532, 124, 120, -126, 34, 0.0, 0.0, 0.0, 0, 0, 0, 0, 671
2017-12-12 21:42:48.018631, -2484, -4053, -914, -2125, 0.0, 0.0, 0.0, 0, 0, 0, 0, 45
2017-12-12 21:42:49.744098, 238, 31, -66, -25, 0.0, 0.0, 0.0, 0, 0, 0, 0, 724
2017-12-12 21:42:51.461635, -8016, -1389, -387, -2086, 0.0, 0.0, 0.0, 0, 0, 0, 0, 124
2017-12-12 21:42:53.179123, -117, -1756, -79, -308, 0.0, 0.0, 0.0, 0, 0, 0, 0, 374
2017-12-12 21:42:54.808241, -1909, -879, -629, -164, 0.0, 0.0, 0.0, 0, 0, 0, 0, 209
2017-12-12 21:42:56.960570, 264, -3246, 13, -193, 0.0, 0.0, 0.0, 0, 0, 0, 0, 387
2017-12-12 21:42:58.676938, -2420, 76, -104, 18, 0.0, 0.0, 0.0, 0, 0, 0, 0, 372
2017-12-12 21:43:00.392801, 105, -2342, 10, -246, 0.0, 0.0, 0.0, 0, 0, 0, 0, 402
2017-12-12 21:43:02.109136, -714, 102, -233, 77, 0.0, 0.0, 0.0, 0, 0, 0, 0, 696
2017-12-12 21:43:03.825116, -1418, -5721, -432, -1849, 0.0, 0.0, 0.0, 0, 0, 0, 0, 126
2017-12-12 21:43:05.539862, 141, 131, -34, 98, 0.0, 0.0, 0.0, 0, 0, 0, 0, 987
2017-12-12 21:43:07.256255, -7457, -3650, -558, -1763, 0.0, 0.0, 0.0, 0, 0, 0, 0, 147
2017-12-12 21:43:08.982677, -540, 94, -67, 83, 0.0, 0.0, 0.0, 0, 0, 0, 0, 761
2017-12-12 21:43:10.698720, 231, 191, -1, 179, 0.0, 0.0, 0.0, 0, 0, 0, 0, 542
2017-12-12 21:43:12.413883, -422, -75, -170, 1, 0.0, 0.0, 0.0, 0, 0, 0, 0, 514
2017-12-12 21:43:14.137820, -31, -29, -87, 11, 0.0, 0.0, 0.0, 0, 0, 0, 0, 485
2017-12-12 21:43:15.852865, -113, -31, -18, 12, 0.0, 0.0, 0.0, 0, 0, 0, 0, 191
2017-12-12 21:43:17.566901, -107, -75, -21, 12, 0.0, 0.0, 0.0, 0, 0, 0, 0, 245
2017-12-12 21:43:19.281373, -48, -78, -4, 41, 0.0, 0.0, 0.0, 0, 0, 0, 0, 249
2017-12-12 21:43:20.996140, -65, -46, -1, 12, 0.0, 0.0, 0.0, 0, 0, 0, 0, 249
2017-12-12 21:43:22.710114, -25, -122, 2, 52, 0.0, 0.0, 0.0, 0, 0, 0, 0, 273
2017-12-12 21:43:24.423547, -73, -144, 0, 52, 0.0, 0.0, 0.0, 0, 0, 0, 0, 287
2017-12-12 21:43:26.137909, -116, -29, -1, -31, 0.0, 0.0, 0.0, 0, 0, 0, 0, 257
2017-12-12 21:43:27.851458, -72, -24, 6, 5, 0.0, 0.0, 0.0, 0, 0, 0, 0, 531
2017-12-12 21:43:29.950325, -202, -277, 21, 16, 0.0, 0.0, 0.0, 0, 0, 0, 0, 8190
2017-12-12 21:43:32.101977, -161, -17, 0, 190, 0.0, 0.0, 0.0, 0, 0, 0, 0, 8190
2017-12-12 21:43:33.815956, -180, -10, -16, 36, 0.0, 0.0, 0.0, 0, 0, 0, 0, 8190
2017-12-12 21:43:35.528999, -142, -8, -21, 26, 0.0, 0.0, 0.0, 0, 0, 0, 0, 8190
2017-12-12 21:43:37.242035, -136, -1, -26, 25, 0.0, 0.0, 0.0, 0, 0, 0, 0, 8190
2017-12-12 21:43:38.952813, -145, 2, -14, 24, 0.0, 0.0, 0.0, 0, 0, 0, 0, 8190
2017-12-12 21:43:40.664775, -144, -10, -28, 30, 0.0, 0.0, 0.0, 0, 0, 0, 0, 8190
2017-12-12 21:43:42.390301, -215, -10, -15, 45, 0.0, 0.0, 0.0, 0, 0, 0, 0, 8190
2017-12-12 21:43:44.112442, -223, 3, -20, 35, 0.0, 0.0, 0.0, 0, 0, 0, 0, 629
2017-12-12 21:43:45.829664, -168, 1, -17, 28, 0.0, 0.0, 0.0, 0, 0, 0, 0, 401
2017-12-12 21:43:47.546008, -129, 3, -17, 17, 0.0, 0.0, 0.0, 0, 0, 0, 0, 350
2017-12-12 21:43:49.260341, -19, 183, -12, 169, 0.0, 0.0, 0.0, 0, 0, 0, 0, 357
2017-12-12 21:43:50.975841, -55, -92, -58, 115, 0.0, 0.0, 0.0, 0, 0, 0, 0, 547
2017-12-12 21:43:52.691194, -57, -93, -67, 103, 0.0, 0.0, 0.0, 0, 0, 0, 0, 415
2017-12-12 21:43:54.405526, -46, -91, -70, 111, 0.0, 0.0, 0.0, 0, 0, 0, 0, 318
2017-12-12 21:43:56.118908, -43, -97, -67, 111, 0.0, 0.0, 0.0, 0, 0, 0, 0, 312
